project_name,observation_type,observation_type_other,observation_details,classification,risk_rating,close_out_details,status,inspected_by,created_at,updated_at,source_report_group,source_created_by,source_modified_by
KSP,Good Practice,,HSE housekeeping team conducted housekeeping at National Theater level 02 Teramix.,Good Practice,Good Practice,,Good Practice,13577,2026-02-18 00:12:54,2026-02-18 00:12:58,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,PPE,,Found Foreman Without Orange vest,Unsafe Act&Unsafe Condition,Low,Orange vest has been provided,Closed,21494,2026-02-18 00:14:38,2026-02-18 00:14:40,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Scaffolds,,Uninspected scaffolding platform was observed and missing of tag the activity is hold until reinspection of the platform is done and provide an updated  green tag .,Unsafe Act&Unsafe Condition,Low,The Scaffold has been Inspected ,Closed,22524,2026-02-18 00:20:08,2026-02-18 00:20:11,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Housekeeping,,Found Poor Housekeeping,Unsafe Condition,Low,Done Good Housekeeping ,Closed,25127,2026-02-18 00:21:52,2026-02-18 00:21:53,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
MISK,Housekeeping,,"Poor housekeeping in the basement area, with scattered materials on the floor. Creating an unsafe working environment of waste and dust accumulation, in addition to slip, trip & fall. ",Unsafe Condition,Medium,"Activity suspended, and the responsible supervisor was clearly instructed to always maintain adequate housekeeping.",Closed,21102,2026-02-18 01:22:00,2026-02-18 01:22:02,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Tools and Machines,,"
The electrical cable placed on the ground surface poses the risk of slip, trip, fall, and cable damage in addition to electrocution. 
",Unsafe Condition,Medium,The cable was removed and secured with an insulated hook to prevent potential hazards.,Closed,26172,2026-02-18 01:23:50,2026-02-18 01:23:52,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Barricades and Signs,,"The duct material is placed in an unorganized manner without barricades and poses the risk of obstruction in addition to the slip, trip, and fall hazards. ",Unsafe Condition,Medium,"A proper exclusion zone was established around the duct material to prevent unauthorized entry and slip, trip, and fall hazards.",Closed,26080,2026-02-18 01:26:03,2026-02-18 01:26:04,FF-HSE-0501,Asim Khan,Asim Khan
MISK,PPE,,"The duct man carried out insulation activity without using the required PPE, i.e., coveralls and a respiratory mask. ",Unsafe Act,Medium,"Provision of PPE ensured; in addition, the worker was instructed to avoid such unsafe practices to prevent potential hazards. ",Closed,13108,2026-02-18 01:28:44,2026-02-18 01:28:44,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Housekeeping,,"MEP materials placed on the ground pose the risk of pedestrian obstruction and delay emergency response, in addition to slips, trips, and falls ",Unsafe Condition,Medium,The responsible supervisor was informed and instructed to organize the material to ensure strict compliance.,Closed,10223,2026-02-18 01:31:29,2026-02-18 01:31:30,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Tools and Machines,,The electrical cable attached to the metal surface poses the risk of electrocution.,Unsafe Condition,Medium,The cable was removed and instructed to secure with an insulated hook to prevent potential hazards. ,Closed,12187,2026-02-18 01:34:11,2026-02-18 01:34:12,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Tools and Machines,,"An uninspected power tool was found at the worksite, posing a risk of electrical shock, short circuit, or mechanical failure.",Unsafe Condition,Medium,The responsible supervisor instructed to ensure the inspection of all power tools prior to commencement of the activity to comply with the power tools requirement.,Closed,10223,2026-02-18 01:36:30,2026-02-18 01:36:31,FF-HSE-0501,Asim Khan,Asim Khan
Oceanarium,Good Practice,,"Worker observed performing activity at height using a properly erected mobile scaffold. Scaffold is equipped with full guardrails, mid-rails, toe boards, access ladder, and wheel locking system. Outriggers are installed to enhance stability, and base plates are properly positioned on firm ground. Worker is wearing required PPE",Good Practice,Good Practice,N/A,Good Practice,15329,2026-02-18 02:07:20,2026-02-18 02:07:22,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
Al-Madinah,Others,,Materials not properly segregated...Also no drip trays at place for the chemicals,Unsafe Condition,Low,"The materials were properly segregated. Drip trays, warning signage, and a spill kit were provided in the chemical storage area to ensure safe storage and effective spill response.",Closed,20835,2026-02-18 03:27:29,2026-07-18 01:18:19,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Others,,No earthing provided to store containers,Unsafe Condition,Low,"Earthing was provided for the storage containers, and the grounding system was inspected to ensure it was properly installed and effective.",Closed,20835,2026-02-18 03:31:02,2026-07-18 05:26:51,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
Al-Madinah,Electrical,,No Earthing to the electric water cooler,Unsafe Condition,Medium,"The water cooler located beside the shelter area is currently not in use, as workers proceed to the camp during the summer midday break in accordance with the approved summer working hours",Closed,20835,2026-02-18 03:35:22,2026-07-19 01:20:33,FF-HSE-0501,Mohamad Tabikh,Mohamad Tabikh
SEVEN,Electrical,,"Electrical cable was hanging across the passageway, creating a tripping and electrical hazard. Zone 2 Ground floor.",Unsafe Condition,Medium,The cable was properly raised and secured to ensure that a safe cable management system was implemented.,Closed,26083,2026-02-18 04:15:13,2026-02-18 04:15:15,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Electrical,,"Electrical cable was hanging across the passageway, creating a tripping and electrical hazard. Zone 3 UGF",Unsafe Condition,Medium,The cable was properly raised and secured to ensure that a safe cable management system was implemented.,Closed,26083,2026-02-18 04:16:40,2026-02-18 04:16:40,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Scaffolds,,Observed working at height on mobile scaffolding without proper exclusion zone (barrication) at Zone 5.,Unsafe Condition,Medium,Provided the barrication around the working area for mobile scaffolding to restrict unauthorized access and ensure safe operation.,Closed,26083,2026-02-18 04:18:55,2026-02-18 04:18:56,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Scaffolds,,"Workers were operating on incomplete scaffolding, as the outriggers had not been installed.
Zone 8.
",Unsafe Condition,Medium,"The work was completed in accordance with standard, all outstanding items were addressed, and the task has been completed. ",Closed,26083,2026-02-18 04:21:54,2026-02-18 04:21:55,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Fire Protection,,"Observed that fire extinguisher was not available at the scissor lift, potentially the risk of fire hazards during performing activities of hot work or cutting.Zone 7 UGF

",Unsafe Condition,Medium,Fire extinguisher provided on the scissor lift safety compliance verified.,Closed,26083,2026-02-18 04:24:09,2026-02-18 04:24:11,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Barricades and Signs,,Observed working on Scissor lift without barricading the working area to avoid the unauthorized entry in exclusive zone. zone 3 Ground,Unsafe Condition,Medium,Provided the barrication around the working area for Scissor lift to restrict unauthorized access and ensure safe operation.,Closed,26083,2026-02-18 04:26:50,2026-02-18 04:26:51,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Fire Protection,,"A depressurized fire extinguisher has been placed on the scissor lift.
zone 4 UGF
",Unsafe Condition,Medium,The fire extinguisher has been replaced with a functional one.,Closed,26083,2026-02-18 04:30:20,2026-02-18 04:30:23,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
P06,Fall Protection,,Observed that working on scaffol without using full body harness ,Unsafe Act,High,After provided full body harness,Closed,24544,2026-02-18 22:37:42,2026-02-18 22:37:46,FF-HSE-0501,Tufail Saleh,Tufail Saleh
P06,Electrical,,Observed that found live cables in access hazard to electric shock,Unsafe Act&Unsafe Condition,High,After removed the cables,Closed,24544,2026-02-18 22:40:17,2026-02-18 22:40:22,FF-HSE-0501,Tufail Saleh,Tufail Saleh
KSP,Others,illumination, it was observed that workers working in poor illumination which was not acceptable needs to arrange proper illumination for safe working ,Unsafe Condition,Low,illumination provided for working safe,Closed,25846,2026-02-18 22:40:35,2026-02-18 22:40:36,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
P06,Fall Protection,,Observed that working on scaffold without using full body harness,Unsafe Act,High,After full body harness provided,Closed,24544,2026-02-18 22:42:37,2026-02-18 22:42:39,FF-HSE-0501,Tufail Saleh,Tufail Saleh
KSP,Housekeeping,,Found Poor Housekeeping ,Unsafe Condition,Low,Done Good Housekeeping ,Closed,25846,2026-02-18 22:43:15,2026-02-18 22:43:17,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
P06,Tools and Machines,,Found grinder machine without handle,Unsafe Act,High,After fixed the handle,Closed,24544,2026-02-18 22:44:40,2026-02-18 22:44:42,FF-HSE-0501,Tufail Saleh,Tufail Saleh
KSP,Fall Protection,,Found worker not use full body harness with 100% tie off,Unsafe Act,Low,Strictly instructed ans rectified,Closed,14314,2026-02-18 22:48:54,2026-02-18 22:48:56,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,PPE,,A worker was observed walking around the site wearing his helmet with wrong side.,Unsafe Act,Low,He was stopped and instructed to always wear the helmet properly (in the correct direction).,Closed,19470,2026-02-18 22:49:59,2026-02-18 22:50:06,FF-HSE-0501,Muhammad Saleem,Muhammad Saleem
KSP,Housekeeping,,Found the unwanted wire in the access way.,Unsafe Condition,Low,Removed. ,Closed,19470,2026-02-18 22:52:30,2026-02-18 22:52:54,FF-HSE-0501,Muhammad Saleem,Muhammad Saleem
KSP,LOTO,,Found Energization Room Without barrier,Unsafe Condition,Low,Soft Barrication has been provided,Closed,21494,2026-02-18 23:11:18,2026-02-18 23:11:21,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Barricades and Signs,,Found manhole without proper cover,Unsafe Condition,Low,Cover Has been Installed,Closed,20493,2026-02-18 23:15:46,2026-02-18 23:15:49,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Barricades and Signs,,Found Manhole hole without any barrier,Unsafe Condition,Low,barrication has been provided,Closed,20493,2026-02-18 23:20:40,2026-02-18 23:20:49,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Good Practice,,HSE Housekeeping team conducted housekeeping at National Theatre level 03 south side.,Good Practice,Good Practice,,Good Practice,23934,2026-02-18 23:56:19,2026-02-18 23:56:27,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Good Practice,,HSE housekeeping team conducted housekeeping at National Theater level 03 south side scaffolding platform.,Good Practice,Good Practice,,Good Practice,23934,2026-02-19 00:02:43,2026-02-19 00:02:56,FF-HSE-0501,Waqar Anwar,Waqar Anwar
Oceanarium,Electrical,,Loose electrical cable was observed laid across the floor. This condition creates a tripping hazard and potential electrical risk.,Unsafe Condition,Medium,"The loose cable has been properly routed overhead and secured. Walkway is now clear from obstruction, and no cables are laid on the floor.",Closed,25411,2026-02-19 01:39:38,2026-02-19 01:39:40,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
SEVEN,Fall Protection,,Observed the worker operating the scissor lift without securing the safety harness to the designated anchor point. 7 UGF,Unsafe Act,High,"safety harness has been connected to the anchor point, and the observation has been closed.",Closed,26083,2026-02-19 01:42:38,2026-02-19 01:42:39,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Electrical,,"Poor cable management was observed. Electrical cable was hanging across the passageway, creating a tripping and electrical hazard. Zone 8",Unsafe Condition,Medium,The cable was properly raised and secured to ensure that a safe cable management system was implemented.,Closed,26083,2026-02-19 01:43:45,2026-02-19 01:43:46,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Environmental,,"Dust was observed during cleaning activities involving the use of an air compressor for lean concrete and epoxy grouting works. The use of high-pressure air generated significant dust clouds, adversely affecting visibility and creating potential respiratory and noise exposure hazards for personnel in the area. Zone 3 UGF",Unsafe Condition,Medium,"The area was cleaned using appropriate dust-control methods, and suitable control measures have been implemented, including wet cleaning techniques and mandatory use of required PPE (respiratory and hearing protection). The work is now being carried out in a controlled manner, and no dust or visibility hazards are present.",Closed,26083,2026-02-19 01:45:09,2026-02-19 01:45:10,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Training / Qualifications,,The worker operating the scissor lift was not TUV certified. The activity has been suspended and will only resume once a TUV-certified scissor lift operator is assigned. Zone 3 UGF,Unsafe Act,Medium,The activity was resumed after verification of a valid TUV certification card for the scissor lift operator. A copy of the TUV card has been provided and recorded for compliance.,Closed,26083,2026-02-19 01:46:39,2026-02-19 01:46:40,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Fire Protection,,"Observed that fire extinguisher was not available at the scissor lift, potentially the risk of fire hazards during performing activities of hot work or cutting. Zone 6 G",Unsafe Condition,Medium,Fire extinguisher provided on the scissor lift safety compliance verified.,Closed,26083,2026-02-19 01:47:42,2026-02-19 01:47:42,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Electrical,,"Cable was laid on the floor which has the potential risk of tripping hazards, cable damage and electric shock hazards. Zone 6",Unsafe Condition,Medium,"The cable has been properly routed and secured using appropriate cable management and the area is now free from tripping hazards, potential cable damage, and electrical shock risks.",Closed,26083,2026-02-19 01:48:47,2026-02-19 01:48:47,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
